Date,Adj Close,Close,High,Low,Open,Volume
,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X,CADUSD=X
2003-10-01,0.7593591213226318,0.7593591213226318,0.7686395049095154,0.7400281429290771,0.7409054040908813,0
2003-11-01,0.7704160213470459,0.7704160213470459,0.7733353972434998,0.7444908022880554,0.7593014240264893,0
2003-12-01,0.7708911895751953,0.7708911895751953,0.7790589332580566,0.7438815832138062,0.7705348134040833,0
2004-01-01,0.7547169327735901,0.7547169327735901,0.7908889651298523,0.7485030293464661,0.7708911895751953,0
2004-02-01,0.7494566440582275,0.7494566440582275,0.7651109099388123,0.7402471899986267,0.7547169327735901,0
2004-03-01,0.7635919451713562,0.7635919451713562,0.768580436706543,0.7361602187156677,0.7494566440582275,0
2004-04-01,0.7295010089874268,0.7295010089874268,0.7669888138771057,0.7255314588546753,0.7634752988815308,0
2004-05-01,0.7339449524879456,0.7339449524879456,0.7415096759796143,0.7142857313156128,0.7300869226455688,0
2004-06-01,0.7500187754631042,0.7500187754631042,0.750750720500946,0.7199942469596863,0.7338911294937134,0
2004-07-01,0.7515971660614014,0.7515971660614014,0.7657554149627686,0.7473841309547424,0.7500750422477722,0
2004-08-01,0.7619628310203552,0.7619628310203552,0.7720815539360046,0.7494566440582275,0.7515971660614014,0
2004-09-01,0.792707085609436,0.792707085609436,0.7940919399261475,0.7597629427909851,0.7618467211723328,0
2004-10-01,0.8211528658866882,0.8211528658866882,2.572413444519043,0.7843752503395081,0.7929584980010986,0
2004-11-01,0.8419634103775024,0.8419634103775024,0.8533151149749756,0.814199686050415,0.8211528658866882,0
2004-12-01,0.8325701355934143,0.8325701355934143,0.8476731181144714,0.8023106455802917,0.8418217301368713,0
2005-01-01,0.8063215613365173,0.8063215613365173,0.8368901014328003,0.8027614951133728,0.8325701355934143,0
2005-02-01,0.8101757764816284,0.8101757764816284,0.8174609541893005,0.7948493361473083,0.8063865900039673,0
2005-03-01,0.8267195820808411,0.8267195820808411,0.8349335789680481,0.8007687330245972,0.810044527053833,0
2005-04-01,0.7927699685096741,0.7927699685096741,0.8285003900527954,0.7925814390182495,0.8263779282569885,0
2005-05-01,0.7976389527320862,0.7976389527320862,0.8093234300613403,0.7856693863868713,0.7927699685096741,0
2005-06-01,0.8165265321731567,0.8165265321731567,0.8171937465667725,0.794470489025116,0.7973846197128296,0
2005-07-01,0.8175278306007385,0.8175278306007385,0.8329862356185913,0.801988959312439,0.8151288032531738,0
2005-08-01,0.8413259983062744,0.8413259983062744,0.8448086977005005,0.807297945022583,0.8174609541893005,0
2005-09-01,0.8599931597709656,0.8599931597709656,0.8628127574920654,0.8378015756607056,0.8415383100509644,0
2005-10-01,0.8459520936012268,0.8459520936012268,0.8611780405044556,0.838715136051178,0.8599931597709656,0
2005-11-01,0.8575593829154968,0.8575593829154968,0.8677542209625244,0.8351428508758545,0.8459520936012268,0
2005-12-01,0.8610298037528992,0.8610298037528992,0.8752734661102295,0.850991427898407,0.8577064871788025,0
2006-01-01,0.8781944513320923,0.8781944513320923,0.8788890838623047,0.8478887677192688,0.8610298037528992,0
2006-02-01,0.8795848488807678,0.8795848488807678,0.8809020519256592,0.8469552397727966,0.8781944513320923,0
2006-03-01,0.8566043972969055,0.8566043972969055,0.885112464427948,0.8514261245727539,0.8795848488807678,0
2006-04-01,0.8948546051979065,0.8948546051979065,0.8966196775436401,0.8498342633247375,0.8566043972969055,0
2006-05-01,0.9083476662635803,0.9083476662635803,0.914829432964325,0.8871539831161499,0.895014762878418,0
2006-06-01,0.897102415561676,0.897102415561676,0.9123255610466003,0.8864461779594421,0.9083476662635803,0
2006-07-01,0.8844861388206482,0.8844861388206482,0.9056330323219299,0.8729050755500793,0.897102415561676,0
2006-08-01,0.905551016330719,0.905551016330719,0.9066182971000671,0.8796621561050415,0.8843296766281128,0
2006-09-01,0.89533531665802,0.89533531665802,0.9067004919052124,0.8855827450752258,0.9056330323219299,0
2006-10-01,0.8915039300918579,0.8915039300918579,0.8973438143730164,0.8761938214302063,0.89533531665802,0
2006-11-01,0.8758867979049683,0.8758867979049683,0.8921402096748352,0.8684324622154236,0.8916629552841187,0
2006-12-01,0.8579272627830505,0.8579272627830505,0.8873114585876465,0.8560177683830261,0.875963568687439,0
2007-01-01,0.8509190082550049,0.8509190082550049,0.861474871635437,0.8440955281257629,0.8576329350471497,0
2007-02-01,0.8546278476715088,0.8546278476715088,0.8691117763519287,0.8393486142158508,0.8508465886116028,0
2007-03-01,0.8668516278266907,0.8668516278266907,0.8697165250778198,0.8355615139007568,0.8547008633613586,0
2007-04-01,0.9012256860733032,0.9012256860733032,0.9048954844474792,0.8621804714202881,0.8668516278266907,0
2007-05-01,0.9344921708106995,0.9344921708106995,0.9377343654632568,0.8955357670783997,0.9012256860733032,0
2007-06-01,0.9394081830978394,0.9394081830978394,0.9536525011062622,0.9297136068344116,0.9346667528152466,0
2007-07-01,0.9373828172683716,0.9373828172683716,0.967117965221405,0.9347541332244873,0.9394081830978394,0
2007-08-01,0.946880042552948,0.946880042552948,0.9560229182243347,0.9206830859184265,0.9372422695159912,0
2007-09-01,1.0072522163391113,1.0072522163391113,1.0089799165725708,0.9453582167625427,0.946880042552948,0
2007-10-01,1.0563008785247803,1.0563008785247803,1.0614584684371948,0.9986019730567932,1.0072522163391113,0
